host_is_superhost,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price_gte_150,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,property_type_unkown
1,1,42.35824517,-71.15306801,2,1,1.5,1.0,1.0,4,14,1,0,2,33,354,97.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.35029371,-71.14726364,1,2,1.0,1.0,1.0,4,12,0,0,10,1,0,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.35111442,-71.17045211,0,2,1.0,2.0,1.0,4,16,1,35,1,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34977528,-71.17085031,1,2,2.5,1.0,1.0,4,12,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,42.34228685,-71.15515688,0,4,1.0,1.0,2.0,4,19,1,0,2,10,313,84.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35602451,-71.14814079,0,4,1.0,1.0,1.0,4,24,3,20,2,11,89,95.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35135163,-71.16858777,1,4,1.5,1.0,2.0,4,20,2,25,3,3,20,93.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.34648098,-71.13848572,2,1,1.0,1.0,1.0,0,10,1,0,1,2,99,90.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34614527,-71.14125656,0,2,1.0,1.0,1.0,4,1,1,0,11,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34772601,-71.1665834,1,1,1.5,1.0,1.0,2,12,1,100,1,15,337,97.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.3402798,-71.14327377,2,2,1.0,1.0,1.0,4,9,1,0,1,1,0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3544935,-71.15457238,1,4,1.0,1.0,1.0,4,15,2,6,1,29,134,89.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33939266,-71.14691828,0,2,2.0,3.0,3.0,4,14,1,0,3,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34029639,-71.15078826,0,4,1.0,1.0,2.0,4,22,2,50,2,19,136,95.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33758199,-71.15029962,0,2,1.0,1.0,1.0,4,8,2,0,2,9,733,98.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34221665,-71.1468113,1,2,1.5,1.0,1.0,4,7,1,0,5,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.35540779,-71.13875387,1,1,1.5,1.0,1.0,4,10,1,0,1,1,0,100.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.3448286,-71.1367335,1,2,1.0,1.0,1.0,4,6,1,0,1,30,312,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35865949,-71.14133392,1,2,1.0,1.0,1.0,4,16,1,20,2,8,325,98.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.35907681,-71.14406906,1,1,1.0,1.0,1.0,4,11,1,0,30,2,79,100.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34680686,-71.1374309,1,1,1.0,1.0,1.0,4,3,1,0,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.34849289,-71.16900728,1,1,1.0,1.0,1.0,4,10,1,0,14,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.34064075,-71.15135645,1,2,1.0,1.0,1.0,4,11,1,15,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3494146,-71.15642509,0,4,1.0,2.0,2.0,4,14,3,50,2,42,678,92.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34736894,-71.13824564,1,1,0.5,1.0,1.0,4,16,1,20,1,24,703,92.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33843265,-71.15055829,0,4,1.0,1.0,2.0,4,16,2,10,2,63,903,87.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34108933,-71.14633887,0,3,1.0,1.0,2.0,4,18,3,0,2,30,401,88.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.36145303,-71.1458084,1,2,1.0,1.0,1.0,4,19,2,50,2,8,136,97.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.33730758,-71.14749684,1,2,1.0,1.0,1.0,4,10,1,15,3,3,70,80.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33974884,-71.15094387,0,2,1.0,1.0,1.0,4,11,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.36095775,-71.14129426,1,2,1.0,1.0,1.0,4,13,1,20,2,10,250,96.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34013099,-71.15834332,0,4,1.0,1.0,2.0,4,13,1,10,1,5,13,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34519238,-71.14053055,1,1,1.0,1.0,1.0,4,13,1,0,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.34502003,-71.16814211,0,5,1.0,2.0,2.0,4,14,1,20,2,86,1412,89.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34455,-71.14500419,1,1,1.0,1.0,1.0,0,15,1,0,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34598537,-71.13639659,1,1,0.5,1.0,1.0,4,20,1,30,1,17,188,96.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34001059,-71.15542633,0,2,1.0,1.0,2.0,4,11,1,0,1,1,0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34076213,-71.16203522,0,2,1.0,0.0,1.0,4,16,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36068612,-71.14150843,2,1,0.0,1.0,1.0,1,0,1,0,1,0,0,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,42.34033213,-71.15130495,1,1,3.0,1.0,1.0,4,3,1,0,1,1,0,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36102587,-71.14172423,1,2,1.0,1.0,1.0,4,18,1,20,2,9,281,100.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.3416215,-71.16701165,0,6,2.5,3.0,6.0,4,18,3,40,3,0,0,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34515786,-71.13659656,1,2,1.0,1.0,1.0,4,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34682159,-71.13918597,0,4,1.0,1.0,2.0,4,11,3,25,3,12,131,75.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35272493,-71.16881966,0,11,1.5,5.0,6.0,4,25,8,25,2,54,1937,93.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34424342,-71.15545336,1,3,1.0,1.0,1.0,4,16,2,30,1,4,32,95.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34171325,-71.14851196,0,2,1.0,1.0,1.0,4,19,2,50,3,9,1350,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34595465,-71.15275051,1,2,1.0,1.0,2.0,4,12,1,15,1,6,18,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33881929,-71.14803889,1,2,1.0,1.0,1.0,4,15,2,60,1,87,365,98.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36088535,-71.14162432,1,2,1.0,1.0,1.0,4,16,1,20,1,7,308,100.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.35874345,-71.14000463,1,2,3.0,1.0,1.0,4,17,1,20,2,22,379,98.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35639291,-71.16396428,2,2,2.0,1.0,1.0,3,8,1,0,1,6,38,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34538321,-71.13764337,1,1,2.5,1.0,1.0,4,11,1,0,1,3,14,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.34099873,-71.1599449,0,2,1.0,1.0,1.0,4,17,1,0,2,42,331,100.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34982103,-71.16097749,0,2,1.0,1.0,1.0,4,11,1,0,1,2,21,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36107764,-71.14232534,0,5,1.0,2.0,3.0,4,12,1,0,1,48,1505,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34488949,-71.13714359,1,2,1.0,1.0,1.0,4,9,1,0,1,176,704,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36072374,-71.1414734,1,2,1.0,1.0,1.0,4,19,1,20,2,10,166,96.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.34771383,-71.1553971,0,12,2.0,4.0,8.0,4,20,10,0,3,20,635,97.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.35349154,-71.16255661,0,1,1.0,1.0,1.0,2,15,1,50,3,1,0,80.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.36004671,-71.14668752,1,2,1.0,1.0,1.0,4,22,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34113082,-71.1597954,1,1,2.0,1.0,1.0,4,9,1,0,10,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34701863,-71.14648281,0,2,1.0,0.0,1.0,4,16,1,0,5,9,113,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35056521,-71.1624832,1,2,1.0,1.0,1.0,4,9,2,30,2,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34942017,-71.140081,1,2,1.0,1.0,1.0,4,19,1,10,1,6,470,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34212025,-71.1543926,0,4,1.0,0.0,2.0,4,18,2,15,1,15,136,93.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35082994,-71.16410558,0,5,2.0,2.0,2.0,4,21,1,0,1,2,7,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33849421,-71.15534374,0,4,1.0,2.0,2.0,4,19,1,0,3,2,6,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34957661,-71.16087133,1,2,1.0,1.0,1.0,4,7,1,30,1,2,138,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35353576,-71.14414621,1,2,1.0,1.0,1.0,4,18,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.36088059,-71.14139967,1,1,1.0,1.0,1.0,4,15,1,20,2,7,288,94.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.35383952,-71.16794709,1,2,1.0,1.0,2.0,4,11,2,49,1,108,1101,97.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34799403,-71.14258802,1,2,1.0,1.0,1.0,4,10,1,15,1,10,94,98.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35964214,-71.1405689,1,2,1.0,1.0,1.0,4,17,1,20,2,16,334,93.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.35890612,-71.14400862,1,1,1.0,1.0,1.0,4,11,1,0,3,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.33717042,-71.14965431,0,4,1.0,2.0,2.0,4,18,2,0,3,14,383,96.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.35053645,-71.16946077,1,2,1.0,1.0,1.0,4,15,1,0,1,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35567963,-71.16214487,1,1,1.5,1.0,1.0,4,14,1,0,1,90,375,96.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,42.3440144,-71.16894572,0,6,2.0,2.0,3.0,4,15,1,0,5,0,0,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.34591354,-71.15091592,1,2,1.0,1.0,1.0,4,15,1,20,1,2,3,90.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33851513,-71.15240773,0,2,1.0,1.0,2.0,4,18,3,25,2,6,126,93.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.34152067,-71.14936702,0,4,1.5,2.0,2.0,4,21,2,10,3,7,81,97.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.36090845,-71.14198714,1,2,1.0,1.0,1.0,4,17,1,20,2,17,387,95.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34581737,-71.14404933,1,1,1.0,1.0,1.0,4,2,1,0,7,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,42.34106535,-71.15362521,0,6,2.0,2.0,3.0,4,21,6,50,1,13,136,98.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33925093,-71.15959684,0,3,1.0,1.0,2.0,4,9,1,0,1,1,0,80.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34140546,-71.14994273,1,1,3.0,1.0,1.0,4,5,1,0,2,5,28,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35126876,-71.14888345,1,2,1.0,1.0,1.0,4,21,1,0,1,7,331,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33909037,-71.1534625,0,4,1.0,2.0,2.0,4,15,1,0,3,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35057716,-71.1639392,1,2,1.0,1.0,1.0,4,13,1,10,2,8,240,93.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34217373,-71.15293747,0,2,1.0,1.0,2.0,4,16,1,0,14,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34241664,-71.14260046,0,4,1.0,2.0,2.0,4,4,1,0,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.35907769,-71.14058989,1,2,1.0,1.0,1.0,4,13,1,20,2,10,263,96.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.35340079,-71.16644598,1,1,1.0,1.0,1.0,4,8,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.35661694,-71.13847571,1,1,1.5,1.0,1.0,4,15,1,0,1,2,54,100.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.35389221,-71.15954401,0,6,1.0,2.0,3.0,4,18,2,35,2,34,283,94.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,42.33718956,-71.15143737,0,6,1.0,1.0,3.0,2,16,2,45,1,16,1079,89.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.35929633,-71.14019686,0,6,1.0,3.0,3.0,4,17,1,0,3,7,91,97.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34839859,-71.1569625,0,5,1.0,1.0,2.0,4,14,2,25,1,31,1062,87.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.34031439,-71.14496231,1,1,1.0,1.0,1.0,4,9,1,0,5,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34054213,-71.14671038,1,1,1.5,1.0,1.0,4,11,1,0,20,1,0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.34641386,-71.13737308,1,3,1.0,1.0,1.0,4,10,2,0,1,2,33,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,42.3611346,-71.14011364,1,2,1.0,1.0,1.0,4,13,1,0,1,3,30,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
